state,sa4,age,sex,atsi,education,lfs,count,areasqkm_2016,population,density
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",26,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1683,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",60,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6791,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",239,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,Not stated,Degree-level or higher,"Employed, any",4,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",25,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,ATSI (any),Degree-level or higher,"Employed, any",47,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",138,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",26,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2562,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",80,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4607,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",277,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,Not stated,Degree-level or higher,"Employed, any",5,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",16,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,ATSI (any),Degree-level or higher,"Employed, any",18,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",164,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",18,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1788,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",46,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6380,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",245,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,Not stated,Degree-level or higher,"Employed, any",3,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",33,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,ATSI (any),Degree-level or higher,"Employed, any",43,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",138,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",15,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2447,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",103,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4570,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",265,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,Not stated,Degree-level or higher,"Employed, any",6,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",24,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,ATSI (any),Degree-level or higher,"Employed, any",16,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",196,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",24,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1633,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",53,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6660,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",198,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,Not stated,Degree-level or higher,"Employed, any",4,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",39,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,ATSI (any),Degree-level or higher,"Employed, any",36,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",189,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",13,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2377,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",72,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5192,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",293,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,Not stated,Degree-level or higher,"Employed, any",3,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",28,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,ATSI (any),Degree-level or higher,"Employed, any",13,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",169,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",10,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1486,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",40,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6435,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",201,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,Not stated,Degree-level or higher,"Employed, any",4,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",40,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,ATSI (any),Degree-level or higher,"Employed, any",29,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",167,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",20,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2096,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",58,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5543,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",260,3968.129,306933,77.34955189208819
New South Wales,Sydney - Outer West and Blue Mountains,45-49 years,Female,Not stated,Degree-level or higher,"Employed, any",4,3968.129,306933,77.34955189208819
